Title,Year,Rated,Released,Runtime,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,genres
Babes in the Woods,1932,Approved,19 Nov 1932,8,Burt Gillett,Ted Sears| Webb Smith,Pinto Colvig| Lucille La Verne,English,United States,,-1.0,6.7,1158,tt0022647,Animation|Short|Comedy
Bambi,1942,G,21 Aug 1942,70,James Algar| Samuel Armstrong| David Hand,Felix Salten| Perce Pearce| Larry Morey,Hardie Albright| Stan Alexander| Bobette Audrey,English,United States,Nominated for 3 Oscars. 6 wins & 6 nominations total,91.0,7.3,139721,tt0034492,Animation|Adventure|Drama
Bao,2018,G,15 Jun 2018,8,Domee Shi,Domee Shi,Sindy Lau| Daniel Kai Lin| Sharmaine Yeoh,None,United States,Won 1 Oscar. 1 win & 4 nominations total,-1.0,7.5,26063,tt8075496,Animation|Short|Drama
Beach Picnic,1939,Approved,09 Jun 1939,8,Clyde Geronimi| Burt Gillett,Carl Barks| Jack Hannah,Lee Millar| Clarence Nash,English,United States,,-1.0,6.6,1034,tt0031086,Animation|Short|Comedy
Bearly Asleep,1955,TV-Y7,19 Aug 1955,8,Jack Hannah,Al Bertino| David Detiege,James MacDonald| Clarence Nash,English,United States,,-1.0,7.1,673,tt0047864,Animation|Short|Comedy
Beauty and the Beast: The Enchanted Christmas,1997,G,11 Nov 1997,72,Andrew Knight,Flip Kobler| Cindy Marcus| Bill Motz| Bob Roth| Carter Crocker| Karl Geurs,Paige O'Hara| Robby Benson| Jerry Orbach| David Ogden Stiers,English,Canada| USA,2 wins & 6 nominations.,-1.0,6.0,9553,tt0118692,Animation|Family|Fantasy|Music|Musical
Beezy Bear,1955,TV-Y7,02 Sep 1955,7,Jack Hannah,David Detiege| Al Bertino,James MacDonald| Clarence Nash| Bill Thompson,English,United States,,-1.0,7.2,694,tt0047867,Animation|Short|Comedy
Before the Flood,2016,PG,30 Oct 2016,96,Fisher Stevens,Mark Monroe,Leonardo DiCaprio| Ki-moon Ban| Alejandro G. Iñárritu,English,United States,2 wins & 8 nominations,63.0,8.2,27561,tt5929776,Documentary|News
Best Friends Whenever,2015,TV-G,26 Jun 2015,21,,Jed Elinoff| Scott Thomas,Landry Bender| Lauren Taylor| Gus Kamp,English,United States,3 nominations,-1.0,5.8,1746,tt4507442,Comedy|Family|Sci-Fi
Bizarre Dinosaurs,2009,G,11 Oct 2009,48,Jenny Kubo,Eleanor Grant,Jack Horner| Paul Sereno| Gregory Erickson| Robert Bakker,English,USA,,-1.0,6.7,122,tt1570382,Documentary
Boat Builders,1938,TV-G,25 Feb 1938,7,Ben Sharpsteen,Vernon Stallings,Pinto Colvig| Walt Disney| Marcellite Garner,English,United States,,-1.0,7.2,1397,tt0029930,Animation|Short|Comedy
Bone Bandit,1948,Approved,30 Apr 1948,7,Charles A. Nichols| Clyde Geronimi| Jack Kinney,Art Scott| Sterling Sturtevant,Pinto Colvig,English,United States,,-1.0,6.3,540,tt0040181,Family|Comedy|Animation
Bonkers,1993,TV-Y,04 Sep 1993,27,,Jay Lender,Jim Cummings| Earl Boen| Frank Welker,English,United States,2 nominations,-1.0,6.8,1452,tt0213334,Animation|Short|Action
Boy Meets World,1993,TV-G,24 Sep 1993,23,,Michael Jacobs| April Kelly,Ben Savage| Rider Strong| William Daniels,English,United States,6 wins & 17 nominations,-1.0,8.1,41806,tt0105958,Comedy|Drama|Family
Breaking2,2017,G,20 Sep 2017,55,Martin Desmond Roe,,,English,USA,1 nomination.,-1.0,7.2,331,tt7293698,Documentary
Brink!,1998,TV-G,29 Aug 1998,99,Greg Beeman,Jeff Schechter,Erik von Detten| Sam Horrigan| Christina Vidal| Robin Riker,English,USA,1 nomination.,-1.0,7.1,5748,tt0162212,Drama|Family|Sport
Brother Bear 2,2006,G,29 Aug 2006,74,Ben Gluck,Rich Burns (screenplay)| Ben Gluck (additional screenplay),Patrick Dempsey| Mandy Moore| Jeremy Suarez| Rick Moranis,English,USA,2 nominations.,-1.0,6.2,15778,tt0465925,Animation|Adventure|Comedy|Family|Fantasy|Romance
Buffalo Dreams,2005,G,11 Mar 2005,89,David Jackson,Marjorie Schwartz Nielsen,Reiley McClendon| Simon Baker| George Newbern| Jane Sibbett,English,USA,3 nominations.,-1.0,5.8,480,tt0430932,Family
Burn-E,2008,G,18 Nov 2008,8,Angus MacLane,Angus MacLane| Andrew Stanton| Derek Thompson,Angus MacLane| Tessa Swigart| Ben Burtt,English,United States,,-1.0,7.6,11274,tt1334585,Animation|Short|Adventure
Cadet Kelly,2002,TV-G,08 Mar 2002,101,Larry Shaw,Gail Parent| Michael Walsh,Hilary Duff| Christy Carlson Romano| Gary Cole| Shawn Ashmore,English,USA| Canada,,-1.0,5.5,13484,tt0294425,Comedy|Drama|Family
Camp Rock,2008,TV-G,20 Jun 2008,94,Matthew Diamond,Karin Gist| Regina Y. Hicks| Julie Brown| Paul Brown,Demi Lovato| Joe Jonas| Meaghan Martin| Maria Canals-Barrera,English|Portuguese,USA,2 wins & 7 nominations.,-1.0,5.2,31314,tt1055366,Comedy|Family|Music|Musical|Romance
Camp Rock 2: The Final Jam,2010,TV-G,03 Sep 2010,97,Paul Hoen,Dan Berendsen| Karin Gist| Regina Y. Hicks| Karin Gist (characters)| Regina Y. Hicks (characters)| Julie Brown (characters)| Paul Brown (characters),Demi Lovato| Joe Jonas| Nick Jonas| Kevin Jonas,English,USA,2 wins & 3 nominations.,-1.0,5.2,17122,tt1252380,Comedy|Family|Music|Musical|Romance
Can of Worms,1999,TV-PG,10 Apr 1999,90,Paul Schneider,Kathy Mackel (teleplay)| Kathy Mackel (based on the book by),Michael Shulman| Erika Christensen| Adam Wylie| Andrew Ducote,English,USA| Canada,,-1.0,5.0,898,tt0186910,Children|Comedy|Sci-Fi
Canine Caddy,1941,Approved,30 May 1941,7,Clyde Geronimi,,Pinto Colvig| Walt Disney,English,United States,,-1.0,6.3,757,tt0033448,Animation|Short|Comedy
Chef Donald,1941,Approved,05 Dec 1941,7,Jack King,Carl Barks| Jack Hannah,Clarence Nash| Sarah Selby,English,United States,,-1.0,7.2,1250,tt0033460,Animation|Short|Comedy
Chip 'n' Dale's Rescue Rangers to the Rescue,1989,G,30 Sep 1989,85,Alan Zaslove,,Corey Burton| Peter Cullen| Jim Cummings| Tress MacNeille,English,USA,,-1.0,7.9,469,tt0200528,Animation|Adventure|Comedy|Family|Mystery
Chip an' Dale,1947,Approved,28 Nov 1947,7,Jack Hannah,Dick Kinney| Bob North,Dessie Flynn| James MacDonald| Clarence Nash,English,United States,Nominated for 1 Oscar. 1 nomination total,-1.0,7.4,1611,tt0039263,Animation|Short|Comedy
Clock Cleaners,1937,Approved,15 Oct 1937,9,Ben Sharpsteen,Otto Englander| Roy Williams,Pinto Colvig| Walt Disney| James MacDonald,English,United States,,-1.0,7.5,2489,tt0028726,Animation|Short|Comedy
Cloud 9,2014,TV-G,17 Jan 2014,85,Paul Hoen,Justin Ware,Luke Benward| Dove Cameron| Mike Manning| Kiersey Clemons,English,USA,,-1.0,6.5,4230,tt2762970,Action|Drama|Romance
Corn Chips,1951,Approved,23 Mar 1951,7,Jack Hannah,Bill Berg| Nick George,Dessie Flynn| James MacDonald| Clarence Nash,English,United States,,-1.0,7.4,1047,tt0043428,Family|Animation|Comedy
Cow Belles,2006,TV-G,24 Mar 2006,90,Francine McDougall,Stu Krieger (teleplay by)| Matt Dearborn (teleplay by)| Matt Dearborn (story),Aly Michalka| AJ Michalka| Jack Coleman| Sheila McCarthy,English,USA,,-1.0,5.2,6060,tt0489007,Children|Comedy|Romance
Crash & Bernstein,2012,TV-Y7,08 Oct 2012,30,,Eric Friedman,Cole Jensen| Tim Lagasse| Landry Bender,English,United States,,-1.0,5.1,760,tt2273734,Comedy|Family
Dadnapped,2009,TV-G,16 Feb 2009,84,Paul Hoen,Alan Silberberg,Emily Osment| David Henrie| Jason Earles| Jonathan Keltz,English,USA,,-1.0,4.9,2855,tt1090750,Action|Adventure|Comedy|Crime|Family
Darby O'Gill and the Little People,1959,G,22 Jun 1960,93,Robert Stevenson,Lawrence Edward Watkin| H.T. Kavanagh,Albert Sharpe| Janet Munro| Sean Connery,English|IrishGaelic,United States,1 win,80.0,7.1,7960,tt0052722,Adventure|Children|Fantasy
Darkwing Duck,1991,TV-Y7,06 Sep 1991,30,,,Jim Cummings| Terence McGovern| Christine Cavanaugh,English,United States,1 win & 10 nominations,-1.0,7.6,16036,tt0101076,Animation|Action|Adventure
Davy Crockett and the River Pirates,1956,Approved,18 Jul 1956,81,Norman Foster,Thomas W. Blackburn| Norman Foster,Fess Parker| Buddy Ebsen| Jeff York,English,United States,,-1.0,6.7,2086,tt0049125,Action|Adventure|Children
Davy Crockett: King of the Wild Frontier,1955,Approved,25 May 1955,93,Norman Foster,Thomas W. Blackburn,Fess Parker| Buddy Ebsen| Basil Ruysdael,English|Spanish,United States,,-1.0,6.9,4171,tt0047977,Adventure|Drama|Family
Day & Night,2010,G,18 Jun 2010,6,Teddy Newton,Teddy Newton| Karen Paik,Muneer Lyati| Wayne Dyer,English,United States,Nominated for 1 Oscar. 3 wins & 1 nomination total,-1.0,8.0,18401,tt1620446,Animation|Short|Comedy
Decorating Disney: Holiday Magic,2017,G,18 Dec 2017,42,,Gregory Poppen,Whoopi Goldberg| Paul-Dean Martin,English,United States,,-1.0,6.7,125,tt7775248,Reality-TV
Descendants 2,2017,TV-G,21 Jul 2017,111,Kenny Ortega,Sara Parriott| Josann McGibbon,Dove Cameron| Cameron Boyce| Sofia Carson| Booboo Stewart,English,USA,3 nominations.,-1.0,6.5,9162,tt5117876,Action|Adventure|Family|Fantasy|Romance
Diary of a Wimpy Kid,2010,PG,19 Mar 2010,120,Thor Freudenthal,Jackie Filgo| Jeff Filgo| Gabe Sachs,Zachary Gordon| Robert Capron| Rachael Harris,English|German,United States| United Kingdom,5 wins & 9 nominations,56.0,6.2,48152,tt1196141,Comedy|Drama|Family
Disney Descendants: School of Secrets,2015,G,01 Jul 2015,-1,,,Dianne Doan| Chloe Madison| Salina Marie Carter,English,United States,,-1.0,6.7,152,tt4849844,Fantasy
Disney Family Sundays,2019,TV-G,12 Nov 2019,8,,,Stacey Freeman| Pham Viet Dung| Pham Viet Dung,English,United States,,-1.0,5.6,38,tt11199552,Family|Reality-TV
Disney's Doug,1996,TV-Y,07 Sep 1996,30,,Jim Jinkins,Thomas McHugh| Constance Shulman| Doris Belack,English,United States,2 nominations,-1.0,6.6,620,tt0122815,Animation|Comedy|Drama
Disneynature: Wings of Life,2011,G,16 Apr 2013,81,Louie Schwartzberg,Louie Schwartzberg,Meryl Streep,English,United States| Panama| Mexico,,-1.0,7.4,604,tt1222816,Documentary|Family|News
Dog Whisperer with Cesar Millan,2004,TV-G,13 Sep 2004,110,,,Cesar Millan| Daddy| Paul Dini,English,United States,Nominated for 3 Primetime Emmys. 2 wins & 5 nominations total,-1.0,8.0,2731,tt0423642,Family|Reality-TV
Don't Look Under the Bed,1999,TV-PG,09 Oct 1999,100,Kenneth Johnson,Mark Edward Edens,Erin Chambers| Ty Hodges| Robin Riker| Steve Valentine,English,USA,1 nomination.,-1.0,6.9,2795,tt0208101,Family|Fantasy|Horror
Donald's Golf Game,1938,TV-PG,04 Nov 1938,8,Jack King,Carl Barks| Jack Hannah| Ted Osborne,Clarence Nash,English,United States,,-1.0,6.7,1118,tt0030069,Animation|Short|Comedy
Donald's Tire Trouble,1943,G,29 Jan 1943,7,Dick Lundy,Carl Barks| Harry Reeves,Clarence Nash,English,United States,,-1.0,6.7,831,tt0035820,Family|Comedy|Animation
Double Teamed,2002,TV-G,18 Jan 2002,93,Duwayne Dunham,Douglas Penn (story)| John Wierick (story)| John Wierick (teleplay),Poppi Monroe| Annie McElwain| Teal Redmann| Nick Searcy,English,USA,,-1.0,6.1,3318,tt0281905,Biography|Drama|Family|Sport
"Dr T, Lone Star Vet",2019,G,13 Oct 2019,-1,,,Chris Payne Gilbert| Lauren Thielen| Maryanne Farmer,English,United States,,-1.0,8.3,91,tt11151654,Reality-TV
DuckTales the Movie: Treasure of the Lost Lamp,1990,G,03 Aug 1990,74,Bob Hathcock,Alan Burnett| Carl Barks| Ted Osborne,Alan Young| Christopher Lloyd| Terence McGovern,English,France| United States,1 nomination,-1.0,6.8,26475,tt0099472,Animation|Adventure|Comedy
Dug's Special Mission,2009,TV-PG,10 Nov 2009,5,Ronnie Del Carmen,Ronnie Del Carmen,Bob Peterson| Delroy Lindo| Jerome Ranft,English,USA,,-1.0,7.0,5916,tt1537759,Animation|Short|Comedy|Family
Early to Bed,1941,Approved,11 Jul 1941,8,Jack King,Carl Barks| Chuck Couch| Jack Hannah,Clarence Nash,English,United States,,-1.0,7.1,1074,tt0033568,Animation|Short|Comedy
Earth Live,2017,G,09 Jul 2017,-1,Glenn Weiss,Lewis Friedman| Ann Slichter| Grant Taylor,Jane Lynch| Phil Keoghan,English,United States,,-1.0,5.3,64,tt7008868,Documentary
Easter Island Unsolved,2018,G,,44,Geoffrey Luck,,Mitchell Alapa| Jani Benzou| Peter DeMeo,English|Italian,United Kingdom,,-1.0,-1.0,6,tt16411500,Documentary
Eddie's Million Dollar Cook-Off,2003,TV-G,18 Jul 2003,110,Paul Hoen,Jack Jason (story)| Rick Bitzelberger (story)| Dan Berendsen (story)| Dan Berendsen (teleplay),Taylor Ball| Orlando Brown| Reiley McClendon| Mark L. Taylor,English,USA,,-1.0,6.1,2632,tt0365149,Comedy|Family|Sport
Emil and the Detectives,1964,Approved,18 Dec 1964,99,Peter Tewksbury,AJ Carothers| Erich Kästner,Walter Slezak| Bryan Russell| Roger Mobley,English,United States,,-1.0,6.2,691,tt0058056,Action|Adventure|Comedy|Crime
Empire of Dreams: The Story of the 'Star Wars' Trilogy,2004,G,20 Sep 2004,151,Edith Becker| Kevin Burns,Ed Singer,Robert Clotworthy| Walter Cronkite| George Lucas| Steven Spielberg,English,USA,Nominated for 1 Primetime Emmy. Another 1 win.,-1.0,8.3,4388,tt0416716,Documentary|History|Sci-Fi
Encore!,2019,TV-PG,12 Nov 2019,60,,,Kristen Bell| Matt Fowler| Adam Wachter,English,United States,1 win & 1 nomination,-1.0,7.7,622,tt7759016,Musical|Reality-TV
Escape to Witch Mountain,1975,G,21 Mar 1975,97,John Hough,Robert Malcolm Young| Alexander Key,Eddie Albert| Ray Milland| Donald Pleasence,English,United States,,60.0,6.3,10208,tt0072951,Adventure|Children|Fantasy
Even Stevens,2000,TV-G,17 Jun 2000,30,,Matt Dearborn,Shia LaBeouf| Christy Carlson Romano| A.J. Trauth,English,United States,Won 1 BAFTA Film Award6 wins & 20 nominations total,-1.0,7.6,14463,tt0206511,Comedy|Family
Ferdinand the Bull,1938,Approved,25 Nov 1938,8,Dick Rickard,Munro Leaf| Robert Lawson| Vernon Stallings,Don Wilson| Walt Disney| Milt Kahl,English,United States,Won 1 Oscar. 1 win total,-1.0,7.2,3031,tt0030128,Animation|Children|Comedy
Float,2019,PG,12 Nov 2019,7,Bobby Rubio,Bobby Rubio,Eli Fucile| Bobby Rubio| Luna Watson,English,United States,,-1.0,7.3,3627,tt9536846,Animation|Short|Drama
Flowers and Trees,1932,Approved,30 Jul 1932,8,Burt Gillett,,Pinto Colvig| Walt Disney| Esther Campbell,English,United States,Won 1 Oscar. 2 wins total,-1.0,7.3,3036,tt0022899,Animation|Short|Comedy
Food for Feudin',1950,Approved,11 Aug 1950,7,Charles A. Nichols,Milt Schaffer| Dick Kinney,Pinto Colvig| Dessie Flynn| James MacDonald,English,United States,,-1.0,6.7,673,tt0042471,Comedy|Family|Animation
Midway Is for the Birds,2001,G,,19,Fred Heiman,Fred Heiman,Peggy Heiman| Ken Neithammer,English,United States,,-1.0,-1.0,-1,tt4685382,Short|War
Frank and Ollie,1995,PG,20 Oct 1995,89,Theodore Thomas,Theodore Thomas,Frank Thomas| Ollie Johnston| Sylvia Roemer,English,United States,1 win,-1.0,7.7,904,tt0113104,Documentary
Free Solo,2018,PG-13,13 Dec 2018,100,Jimmy Chin| Elizabeth Chai Vasarhelyi,,Alex Honnold| Tommy Caldwell| Jimmy Chin,English,United States,Won 1 Oscar. 30 wins & 55 nominations total,83.0,8.1,64561,tt7775622,Documentary|Adventure|Sport
Frenemies,2012,TV-G,13 Jan 2012,87,Daisy von Scherler Mayer,Alexa Young (based on a novel by)| Dava Savel (teleplay by)| Dava Savel (television story by)| Wendy Weiner (teleplay by)| Dava Savel (teleplay by)| James Krieg (teleplay by)| James Krieg (television story by),Bella Thorne| Zendaya| Mary Mouser| Nick Robinson,English,USA,3 nominations.,-1.0,5.1,4356,tt1865368,Comedy|Drama|Family
Full-Court Miracle,2003,TV-G,21 Nov 2003,90,Stuart Gillard,Joel Silverman| Joel Kauffmann| Donald C. Yost,Alex D. Linz| Richard T. Jones| R.H. Thomson| Sean Marquette,English,USA,4 nominations.,-1.0,5.8,926,tt0382142,Drama|Family|Sport
Fun and Fancy Free,1947,Approved,12 Mar 1948,73,Jack Kinney| Hamilton Luske| William Morgan,Homer Brightman| Harry Reeves| Ted Sears,Edgar Bergen| Dinah Shore| Luana Patten,English,United States,,66.0,6.5,8150,tt0039404,Animation|Children|Musical
Fuzzbucket,1986,G,18 May 1986,46,Mick Garris,Mick Garris,Chris Hebert| Phil Fondacaro| Joe Regalbuto| Wendy Phillips,English,USA,1 nomination.,-1.0,7.6,155,tt0286639,Adventure|Comedy|Family
Gargoyles,1994,TV-Y7,24 Oct 1994,30,,Greg Weisman,Keith David| Salli Richardson-Whitfield| Jeff Bennett,English,United States| Canada,1 win & 12 nominations,-1.0,8.1,16041,tt0108783,Animation|Action|Adventure
Geek Charming,2011,TV-G,11 Nov 2011,94,Jeffrey Hornaday,Robin Palmer (based on the novel by)| Elizabeth Hackett (teleplay by)| Hilary Galanoy (teleplay by),Sarah Hyland| Matt Prokop| Sasha Pieterse| Jordan Nichols,English,USA,1 nomination.,-1.0,6.4,11674,tt1835977,Comedy|Drama|Family|Romance
Genius,1999,TV-G,21 Aug 1999,82,Rod Daniel,John Rieck (story)| John Rieck (teleplay)| Jim Lincoln (teleplay)| Dan Studney (teleplay),Trevor Morgan| Emmy Rossum| Charles Fleischer| Yannick Bisson,English,USA,2 nominations.,-1.0,6.2,1760,tt0193187,Comedy|Family|Romance|Sci-Fi
Geri's Game,1997,G,25 Nov 1997,5,Jan Pinkava,Jan Pinkava,Bob Peterson,None,United States,Won 1 Oscar. 9 wins & 1 nomination total,-1.0,7.9,24665,tt0131409,Animation|Short|Family
Get a Clue,2002,TV-G,20 Jul 2002,83,Maggie Greenwald,Alana Sanko,Lindsay Lohan| Bug Hall| Ian Gomez| Brenda Song,English,USA,,-1.0,5.1,6074,tt0282521,Comedy|Crime|Family|Mystery
Giants of the Deep Blue,2018,G,,-1,,,,English,,,-1.0,-1.0,-1,tt14277172,Short|Documentary
Go Figure,2005,TV-G,10 Jun 2005,88,Francine McDougall,Patrick J. Clifton| Beth Rigazio,Jordan Danger| Whitney Sloan| Cristine Rose| Ryan Malgarini,English,USA,1 nomination.,-1.0,5.7,3448,tt0447987,Action|Comedy|Drama|Family|Romance|Sport
Going to the Mat,2004,G,19 Mar 2004,120,Stuart Gillard,Chris Nolan (story)| Laurie Nolan (story)| Chris Nolan (teleplay)| Laurie Nolan (teleplay)| Steve Bloom (teleplay)| Stu Krieger (teleplay),Andrew Lawrence| Khleo Thomas| Alessandra Torresani| Wayne Brady,English,USA,1 win & 3 nominations.,-1.0,6.9,1305,tt0399104,Drama|Family|Sport
"Good Luck Charlie, It's Christmas!",2011,TV-G,02 Dec 2011,90,Arlene Sanford,Phil Baker (creator)| Drew Vaupen (creator)| Geoff Rodkey,Bridgit Mendler| Leigh-Allyn Baker| Bradley Steven Perry| Mia Talerico,English|Korean,USA,,-1.0,6.4,5342,tt1828976,Comedy|Drama|Family
Goof Troop,1992,TV-Y,05 Sep 1992,30,,,Rob Paulsen| April Winchell| Jim Cummings,English,United States,1 win & 2 nominations,-1.0,6.8,8525,tt0103428,Animation|Adventure|Comedy
Gotta Kick It Up!,2002,TV-G,26 Jul 2002,78,Ramón Menéndez,Meghan Cole (story)| Nancy De Los Santos (story)| Nancy De Los Santos (teleplay)| Ramón Menéndez (teleplay)| Tom Musca (teleplay)| Stu Krieger (teleplay),Camille Guaty| America Ferrera| Jhoanna Flores| Suilma Rodriguez,English,USA,2 nominations.,-1.0,5.8,1694,tt0299943,Comedy|Drama|Family
Grand Canyonscope,1954,Approved,23 Dec 1954,7,Charles A. Nichols,Milt Schaffer| Nick George,James MacDonald| Clarence Nash| Bill Thompson,English,United States,,-1.0,6.9,640,tt0047043,Family|Comedy|Animation
The Grasshopper and the Ants,1934,Approved,10 Feb 1934,8,Wilfred Jackson,Aesop| Pinto Colvig| William Cottrell,Dorothy Compton| Pinto Colvig,English,United States,,-1.0,7.3,1678,tt0025200,Animation|Short|Comedy
Great Migrations,2010,TV-PG,07 Nov 2010,45,,,Tarkan| Alec Baldwin| Stephen Fry,English,United States,3 wins & 1 nomination,-1.0,8.1,814,tt1769803,Documentary
Greyfriars Bobby: The True Story of a Dog,1961,Approved,17 Jul 1961,87,Don Chaffey,Robert Westerby| Eleanor Atkinson,Donald Crisp| Laurence Naismith| Alex Mackenzie,English,United States,,-1.0,7.3,1560,tt0054944,Drama|Family
Gus,1976,G,07 Jul 1976,96,Vincent McEveety,Ted Key| Arthur Alsberg| Don Nelson,Edward Asner| Don Knotts| Gary Grimes,English,United States,,52.0,5.7,1897,tt0074599,Comedy|Family|Sport
Halloweentown,1998,TV-G,17 Oct 1998,84,Duwayne Dunham,Paul Bernbaum (story)| Paul Bernbaum (teleplay)| Jon Cooksey (teleplay)| Ali Marie Matheson (teleplay),Debbie Reynolds| Kimberly J. Brown| Judith Hoag| Joey Zimmerman,English,USA,2 nominations.,-1.0,6.7,14459,tt0173886,Adventure|Children|Comedy|Fantasy
Halloweentown High,2004,TV-G,08 Oct 2004,82,Mark A.Z. Dippé,Paul Bernbaum (characters)| Dan Berendsen (teleplay),Kimberly J. Brown| Debbie Reynolds| Judith Hoag| Joey Zimmerman,English,USA,,-1.0,6.2,6355,tt0414078,Adventure|Children|Comedy|Fantasy
Halloweentown II: Kalabar's Revenge,2001,TV-PG,12 Oct 2001,81,Mary Lambert,Jon Cooksey| Ali Marie Matheson| Paul Bernbaum (based on characters created by),Kimberly J. Brown| Judith Hoag| Daniel Kountz| Joey Zimmerman,English,USA,2 nominations.,-1.0,6.4,7703,tt0274761,Adventure|Children|Comedy|Drama|Fantasy
Handy Manny,2006,TV-Y,16 Sep 2006,24,,Roger Bollen| Marilyn Sadler| Richard Gitelson,Wilmer Valderrama| Dee Bradley Baker| Nancy Truman,English|Spanish,United States| Canada,8 wins & 1 nomination,-1.0,5.6,1921,tt0451460,Animation|Comedy|Family
Hannah Montana: The Movie,2009,G,10 Apr 2009,102,Peter Chelsom,Dan Berendsen| Michael Poryes| Richard Correll,Miley Cyrus| Emily Osment| Billy Ray Cyrus,English,United States,6 wins & 10 nominations,47.0,4.5,41988,tt1114677,Comedy|Drama|Musical|Romance
Hatching Pete,2009,TV-G,24 Apr 2009,90,Stuart Gillard,Paul W. Cooper,Jason Dolley| Mitchel Musso| Tiffany Thornton| Josie Loren,English,USA,1 nomination.,-1.0,5.4,2550,tt1222818,Comedy|Family
Hawaiian Holiday,1937,Passed,24 Sep 1937,8,Ben Sharpsteen,Vernon Stallings,Pinto Colvig| Walt Disney| Marcellite Garner,English,United States,,-1.0,7.0,1442,tt0028981,Animation|Short|Comedy
Herbie Goes Bananas,1980,G,25 Jun 1980,100,Vincent McEveety,Don Tait| Gordon Buford,Charles Martin Smith| Stephen W. Burns| Cloris Leachman,English|Spanish,United States,2 nominations,55.0,5.0,5661,tt0080861,Adventure|Children|Comedy
Herbie Rides Again,1974,G,06 Jun 1974,88,Robert Stevenson,Bill Walsh| Gordon Buford,Helen Hayes| Ken Berry| Stefanie Powers,English,United States,1 nomination,49.0,5.7,7981,tt0071607,Children|Comedy|Fantasy|Romance
High School Musical,2006,TV-G,20 Jan 2006,98,Kenny Ortega,Peter Barsocchini,Zac Efron| Vanessa Hudgens| Ashley Tisdale| Lucas Grabeel,English|Spanish,USA,Won 2 Primetime Emmys. Another 8 wins & 18 nominations.,-1.0,5.5,82812,tt0475293,Comedy|Drama|Family|Music|Musical|Romance
High School Musical 2,2007,TV-G,17 Aug 2007,104,Kenny Ortega,Peter Barsocchini (based on characters created by)| Peter Barsocchini,Zac Efron| Vanessa Hudgens| Ashley Tisdale| Lucas Grabeel,English,USA,Nominated for 2 Primetime Emmys. Another 4 wins & 7 nominations.,-1.0,5.1,56690,tt0810900,Comedy|Drama|Family|Music|Musical|Romance
High School Musical: The Musical - The Series,2019,TV-PG,12 Nov 2019,31,,Tim Federle,Olivia Rodrigo| Joshua Bassett| Matt Cornett,English,United States,1 win & 9 nominations,-1.0,7.2,6237,tt8510382,Comedy|Drama|Musical
"Honey, I Blew Up the Kid",1992,PG,17 Jul 1992,89,Randal Kleiser,Stuart Gordon| Brian Yuzna| Ed Naha,Rick Moranis| Marcia Strassman| Robert Oliveri,English,United States,10 nominations,50.0,4.8,43733,tt0104437,Adventure|Comedy|Family
"Honey, We Shrunk Ourselves!",1997,PG,18 Mar 1997,74,Dean Cundey,Stuart Gordon (based on characters created by)| Brian Yuzna (based on characters created by)| Ed Naha (based on characters created by)| Karey Kirkpatrick| Nell Scovell| Joel Hodgson,Rick Moranis| Eve Gordon| Bug Hall| Robin Bartlett,English,USA,,-1.0,5.0,14057,tt0119310,Action|Adventure|Comedy|Family|Sci-Fi
Horse Sense,1999,TV-G,20 Nov 1999,92,Greg Beeman,Chad Hayes| Carey W. Hayes,Joey Lawrence| Andrew Lawrence| Susan Walters| M.C. Gainey,English,USA,1 nomination.,-1.0,6.2,1707,tt0219813,Drama|Family
Hostile Planet,2019,G,01 Apr 2019,47,,,Bear Grylls,English,United States,Nominated for 3 Primetime Emmys. 4 nominations total,-1.0,8.3,706,tt8390274,Documentary
Hounded,2001,TV-G,01 Apr 2001,91,Neal Israel,Don Calame| Chris Conroy,Tahj Mowry| Craig Kirkwood| Shia LaBeouf| Ed Begley Jr.,English,USA,,-1.0,5.0,954,tt0274557,Comedy|Drama|Family
How Dogs Got Their Shapes,2016,G,17 Apr 2016,44,Keith Haskel,Keith Haskel| Stan Hsue (developed by)| Timothy Kuryak (developed by)| Joseph Stanton (developed by),,English,USA,,-1.0,6.8,91,tt5648768,Documentary
How to Build a Better Boy,2014,TV-G,15 Aug 2014,90,Paul Hoen,Jason Mayland,China Anne McClain| Kelli Berglund| Marshall Williams| Matt Shively,English|French,USA,2 nominations.,-1.0,5.4,2832,tt3098874,Comedy|Family|Sci-Fi
How to Fish,1942,Approved,04 Dec 1942,7,Jack Kinney,,John McLeish,English,United States,,-1.0,6.8,1082,tt0034873,Comedy|Family|Animation
How to Swim,1942,Approved,23 Oct 1942,8,Jack Kinney,Webb Smith| Ralph Wright,John McLeish,English,United States,,-1.0,7.0,1051,tt0034875,Animation|Short|Comedy
I'll Be Home for Christmas,1998,PG,13 Nov 1998,86,Arlene Sanford,Tom Nursall| Harris Goldberg| Michael Allin,Jonathan Taylor Thomas| Jessica Biel| Adam LaVorgna,English,United States| Canada,,-1.0,5.5,10550,tt0155753,Comedy|Family
Ice Age: The Great Egg-Scapade,2016,TV-G,20 Mar 2016,25,Paul Stodolny| Ricardo Curtis| Steve Martino| Mike Thurmeier,Jim Hecht,Blake Anderson| Tyree Brown| David Cowgill| Jennifer Elrod,English,USA,,-1.0,5.9,3186,tt5480340,Animation|Short|Adventure|Comedy|Family
