Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,total_gross,inflation_adjusted_gross,movieId,title,genres,movie_title,year
The Invisible,2007,PG-13,27 Apr 2007,102.0,Crime|Drama|Fantasy,Crime|Drama|Fantasy,MickDavis|ChristineRoum|MatsWahl,JustinChatwin|MargaritaLevieva|MarciaGayHarden,English,UnitedStates|Sweden|SouthAfrica,1 nomination,36.0,6.2,35466,tt0435670,20568319.0,26880214.0,,,Crime|Drama|Fantasy,,
The Jerky Boys,1995,R,03 Feb 1995,82.0,Comedy|Crime,Comedy|Crime,JamesMelkonian|RichWilkes|JohnG.Brennan,JohnG.Brennan|KamalAhmed|AlanArkin,English,UnitedStates,,-1.0,4.7,2607,tt0110189,7555256.0,13433383.0,,,Comedy|Crime,,
The Journey of Natty Gann,1985,PG,27 Sep 1985,101.0,Adventure|Family,Adventure|Family,JeanneRosenberg,MeredithSalenger|JohnCusack|RayWise,English,UnitedStates,Nominated for 1 Oscar. 1 win & 3 nominations total,66.0,7.0,6028,tt0089385,9468512.0,23844634.0,,,Adventure|Family,,
The Joy Luck Club,1993,R,29 Oct 1993,139.0,Drama,Drama,AmyTan|RonaldBass,TamlynTomita|RosalindChao|KieuChinh,English|Mandarin|Cantonese,UnitedStates|China,Nominated for 1 BAFTA Film Award4 wins & 5 nominations total,84.0,7.7,16352,tt0107282,32790064.0,61488744.0,,,Drama,,
The Jungle Book,1967,G,18 Oct 1967,78.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,LarryClemmons|RalphWright|KenAnderson,PhilHarris|SebastianCabot|LouisPrima,English,UnitedStates,Nominated for 1 Oscar. 6 wins & 3 nominations total,65.0,7.6,177616,tt0061852,141843000.0,1150754422.0,137857.0,,Animation|Adventure|Comedy,,
The Jungle Book,1967,G,18 Oct 1967,78.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,LarryClemmons|RalphWright|KenAnderson,PhilHarris|SebastianCabot|LouisPrima,English,UnitedStates,Nominated for 1 Oscar. 6 wins & 3 nominations total,65.0,7.6,177616,tt0061852,44342956.0,81076995.0,137857.0,,Animation|Adventure|Comedy,,
The Jungle Book,1967,G,18 Oct 1967,78.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,LarryClemmons|RalphWright|KenAnderson,PhilHarris|SebastianCabot|LouisPrima,English,UnitedStates,Nominated for 1 Oscar. 6 wins & 3 nominations total,65.0,7.6,177616,tt0061852,364001123.0,410960448.0,137857.0,,Animation|Adventure|Comedy,,
The Kid,2000,PG,07 Jul 2000,104.0,Comedy|Family|Fantasy,Comedy|Family|Fantasy,AudreyWells,BruceWillis|SpencerBreslin|EmilyMortimer,English,UnitedStates,1 win & 3 nominations,45.0,6.1,41890,tt0219854,69688384.0,109660054.0,199255.0,,Comedy|Family|Fantasy,,
The Ladykillers,2004,R,26 Mar 2004,104.0,Comedy|Crime|Thriller,Comedy|Crime|Thriller,JoelCoen|EthanCoen|WilliamRose,TomHanks|MarlonWayans|IrmaP.Hall,English|Vietnamese,UnitedStates,6 wins & 4 nominations,56.0,6.2,103700,tt0335245,39692139.0,56936892.0,,,Comedy|Crime|Thriller,,
The Last Flight of Noah's Ark,1980,G,25 Jun 1980,97.0,Adventure|Family,Adventure|Family,ErnestK.Gann|StevenW.Carabatsos|SandyGlass,ElliottGould|GenevièveBujold|RickySchroder,English|Japanese,UnitedStates,4 nominations,-1.0,5.8,1382,tt0081031,11000000.0,36173179.0,,,Adventure|Family,,
The Last Shot,2004,R,05 Nov 2004,93.0,Comedy|Romance,Comedy|Romance,SteveFishman|JeffNathanson,MatthewBroderick|AlecBaldwin|ToniCollette,English,UnitedStates,,47.0,5.7,4251,tt0357054,463730.0,665203.0,,,Comedy|Romance,,
The Last Song,2010,PG,31 Mar 2010,107.0,Drama|Music|Romance,Drama|Music|Romance,NicholasSparks|JeffVanWie,MileyCyrus|LiamHemsworth|GregKinnear,English,UnitedStates,4 wins & 10 nominations,33.0,6.0,86415,tt1294226,62950384.0,78226077.0,,,Drama|Music|Romance,,
The Life Aquatic with Steve Zissou,2004,R,25 Dec 2004,119.0,Action|Adventure|Comedy,Action|Adventure|Comedy,WesAnderson|NoahBaumbach,BillMurray|OwenWilson|AnjelicaHuston,English|Icelandic|Filipino|Portuguese|French|Tagalog|German|Italian,UnitedStates,3 wins & 10 nominations,62.0,7.3,193208,tt0362270,24006726.0,34436752.0,,,Action|Adventure|Comedy,,
The Light Between Oceans,2016,PG-13,02 Sep 2016,133.0,Drama|Romance,Drama|Romance,DerekCianfrance|M.L.Stedman,MichaelFassbender|AliciaVikander|RachelWeisz,English,UnitedKingdom|NewZealand|UnitedStates|India|Australia,1 win & 16 nominations,60.0,7.2,55855,tt2547584,12545979.0,14164519.0,162592.0,The Light Between Oceans (2016),Drama|Romance,The Light Between Oceans,2016.0
The Lion King,1994,G,24 Jun 1994,88.0,Animation|Adventure|Drama,Animation|Adventure|Drama,IreneMecchi|JonathanRoberts|LindaWoolverton,MatthewBroderick|JeremyIrons|JamesEarlJones,English|Swahili|Xhosa|Zulu,UnitedStates,Won 2 Oscars. 39 wins & 35 nominations total,88.0,8.5,1014686,tt0110357,422780140.0,773014403.0,203222.0,,Animation|Adventure|Drama,,
The Lion King,1994,G,24 Jun 1994,88.0,Animation|Adventure|Drama,Animation|Adventure|Drama,IreneMecchi|JonathanRoberts|LindaWoolverton,MatthewBroderick|JeremyIrons|JamesEarlJones,English|Swahili|Xhosa|Zulu,UnitedStates,Won 2 Oscars. 39 wins & 35 nominations total,88.0,8.5,1014686,tt0110357,543638043.0,576200145.0,203222.0,,Animation|Adventure|Drama,,
The Little Mermaid,1989,G,17 Nov 1989,83.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,JohnMusker|RonClements|HansChristianAndersen,JodiBenson|SamuelE.Wright|ReneAuberjonois,English|French,UnitedStates,Won 2 Oscars. 14 wins & 8 nominations total,88.0,7.6,254101,tt0097757,111543479.0,243749487.0,193537.0,,Animation|Adventure|Comedy,,
The Lizzie McGuire Movie,2003,PG,02 May 2003,94.0,Adventure|Comedy|Family,Adventure|Comedy|Family,SusanEstelleJansen|EdDecter|JohnJ.Strauss,HilaryDuff|AdamLamberg|ClaytonSnyder,English|Italian,UnitedStates,2 wins & 3 nominations,56.0,5.5,39048,tt0306841,42734455.0,62933452.0,,,Adventure|Comedy|Family,,
The Lone Ranger,2013,PG-13,03 Jul 2013,150.0,Action|Adventure|Western,Action|Adventure|Western,JustinHaythe|TedElliott|TerryRossio,JohnnyDepp|ArmieHammer|WilliamFichtner,English|NorthAmericanIndian,UnitedStates,Nominated for 2 Oscars. 5 wins & 20 nominations total,37.0,6.4,230396,tt1210819,89302115.0,103874080.0,121693.0,,Action|Adventure|Western,,
The Lookout,2007,R,30 Mar 2007,99.0,Crime|Drama|Thriller,Crime|Drama|Thriller,ScottFrank,JosephGordon-Levitt|JeffDaniels|MatthewGoode,English,UnitedStates,1 win & 11 nominations,73.0,7.0,58444,tt0427470,4600585.0,6012387.0,122234.0,,Crime|Drama|Thriller,,
The Many Adventures of Winnie the Pooh,1977,G,11 Mar 1977,74.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,A.A.Milne|LarryClemmons|RalphWright,SebastianCabot|JuniusMatthews|BarbaraLuddy,English,UnitedStates,1 nomination,-1.0,7.5,35522,tt0076363,0.0,0.0,,,Animation|Adventure|Comedy,,
The Marrying Man,1991,R,05 Apr 1991,115.0,Comedy|Music|Romance,Comedy|Music|Romance,NeilSimon,KimBasinger|AlecBaldwin|RobertLoggia,English,UnitedStates,1 nomination,-1.0,5.7,5628,tt0102411,12454768.0,24778770.0,,,Comedy|Music|Romance,,
The Mighty Ducks,1992,PG,02 Oct 1992,104.0,Comedy|Drama|Family,Comedy|Drama|Family,StevenBrill,EmilioEstevez|JossAckland|LaneSmith,English,UnitedStates,2 nominations,46.0,6.5,65112,tt0104868,50752337.0,98021103.0,,,Comedy|Drama|Family,,
The Muppet Christmas Carol,1992,G,11 Dec 1992,85.0,Comedy|Drama|Family,Comedy|Drama|Family,CharlesDickens|JerryJuhl,MichaelCaine|DaveGoelz|SteveWhitmire,English,UnitedStates|UnitedKingdom,2 wins & 1 nomination,64.0,7.7,57270,tt0104940,27386907.0,52894014.0,,,Comedy|Drama|Family,,
The Muppets,2011,PG,23 Nov 2011,103.0,Adventure|Comedy|Family,Adventure|Comedy|Family,JasonSegel|NicholasStoller|JimHenson,AmyAdams|JasonSegel|ChrisCooper,English,UnitedStates,Won 1 Oscar. 17 wins & 43 nominations total,75.0,7.1,91434,tt1204342,88625922.0,106762126.0,,,Adventure|Comedy|Family,,
The Nightmare Before Christmas,1993,PG,29 Oct 1993,76.0,Animation|Family|Fantasy,Animation|Family|Fantasy,TimBurton|MichaelMcDowell|CarolineThompson,DannyElfman|ChrisSarandon|CatherineO'Hara,English,UnitedStates,Nominated for 1 Oscar. 6 wins & 17 nominations total,82.0,8.0,325165,tt0107688,52694318.0,98813697.0,,,Animation|Family|Fantasy,,
The Nightmare Before Christmas,1993,PG,29 Oct 1993,76.0,Animation|Family|Fantasy,Animation|Family|Fantasy,TimBurton|MichaelMcDowell|CarolineThompson,DannyElfman|ChrisSarandon|CatherineO'Hara,English,UnitedStates,Nominated for 1 Oscar. 6 wins & 17 nominations total,82.0,8.0,325165,tt0107688,24732041.0,33242267.0,,,Animation|Family|Fantasy,,
The Nutcracker and the Four Realms,2018,PG,02 Nov 2018,99.0,Adventure|Family|Fantasy,Adventure|Family|Fantasy,AshleighPowell|E.T.A.Hoffmann|MariusPetipa,MackenzieFoy|KeiraKnightley|MorganFreeman,English|French,UnitedStates|Canada,1 win & 8 nominations,39.0,5.5,32877,tt5523010,54858851.0,59198281.0,193954.0,The Nutcracker and the Four Realms (2018),Adventure|Children|Fantasy,The Nutcracker and the Four Realms,2018.0
The Odd Life of Timothy Green,2012,PG,15 Aug 2012,105.0,Comedy|Drama|Family,Comedy|Drama|Family,PeterHedges|AhmetZappa,JenniferGarner|JoelEdgerton|CJAdams,English,UnitedStates,1 win & 8 nominations,47.0,6.6,46536,tt1462769,51853450.0,61198155.0,,,Comedy|Drama|Family,,
The Other Sister,1999,PG-13,26 Feb 1999,129.0,Comedy|Drama|Romance,Comedy|Drama|Romance,AlexandraRose|BlairRichwood|GarryMarshall,JulietteLewis|DianeKeaton|GiovanniRibisi,English,UnitedStates,2 nominations,28.0,6.4,12381,tt0123209,27807627.0,45228287.0,,,Comedy|Drama|Romance,,
The Pacifier,2005,PG,04 Mar 2005,95.0,Action|Comedy|Drama,Action|Comedy|Drama,ThomasLennon|RobertBenGarant,VinDiesel|BrittanySnow|MaxThieriot,English|Korean,UnitedStates,1 win & 10 nominations,30.0,5.6,93068,tt0395699,113006880.0,156791982.0,,,Action|Comedy|Drama,,
The Parent Trap,1998,PG,29 Jul 1998,128.0,Adventure|Comedy|Drama,Adventure|Comedy|Drama,ErichKästner|DavidSwift|NancyMeyers,LindsayLohan|DennisQuaid|NatashaRichardson,English|French,UnitedStates|UnitedKingdom,2 wins & 7 nominations,64.0,6.6,132485,tt0120783,66308518.0,110230792.0,,,Adventure|Comedy|Drama,,
The Preacher's Wife,1996,PG,13 Dec 1996,123.0,Comedy|Drama|Fantasy,Comedy|Drama|Fantasy,RobertNathan|RobertE.Sherwood|LeonardoBercovici,DenzelWashington|WhitneyHouston|CourtneyB.Vance,English,UnitedStates,Nominated for 1 Oscar. 4 wins & 7 nominations total,-1.0,5.6,12193,tt0117372,48102795.0,83074661.0,,,Comedy|Drama|Fantasy,,
The Prestige,2006,PG-13,20 Oct 2006,130.0,Drama|Mystery|Thriller,Drama|Mystery|Thriller,JonathanNolan|ChristopherNolan|ChristopherPriest,ChristianBale|HughJackman|ScarlettJohansson,English,UnitedStates|UnitedKingdom,Nominated for 2 Oscars. 6 wins & 45 nominations total,66.0,8.5,1283065,tt0482571,53089891.0,71357975.0,,,Drama|Mystery|Thriller,,
The Princess Diaries,2001,G,03 Aug 2001,115.0,Comedy|Family|Romance,Comedy|Family|Romance,MegCabot|GinaWendkos,JulieAndrews|AnneHathaway|HectorElizondo,English|Dutch|Italian,UnitedStates|UnitedKingdom,3 wins & 11 nominations,52.0,6.4,140132,tt0247638,108244774.0,165618782.0,,,Comedy|Family|Romance,,
The Princess Diaries 2: Royal Engagement,2004,G,11 Aug 2004,113.0,Comedy|Family|Romance,Comedy|Family|Romance,MegCabot|GinaWendkos|ShondaRhimes,AnneHathaway|CallumBlue|JulieAndrews,English|Greek|French|Spanish,UnitedStates,1 win & 2 nominations,43.0,5.8,79268,tt0368933,95149435.0,136488313.0,,,Comedy|Family|Romance,,
The Princess and the Frog,2009,G,11 Dec 2009,97.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,RonClements|JohnMusker|GregErb,AnikaNoniRose|KeithDavid|OprahWinfrey,English|French,UnitedStates,Nominated for 3 Oscars. 10 wins & 42 nominations total,73.0,7.1,138418,tt0780521,104400899.0,131863089.0,,,Animation|Adventure|Comedy,,
The Program,1993,R,24 Sep 1993,112.0,Action|Drama|Romance,Action|Drama|Romance,DavidS.Ward|AaronLatham,JamesCaan|HalleBerry|OmarEpps,English|German,UnitedStates,,51.0,6.5,10435,tt0107889,23042200.0,43209307.0,142765.0,,Action|Drama|Romance,,
The Proposal,2009,PG-13,19 Jun 2009,108.0,Comedy|Drama|Romance,Comedy|Drama|Romance,PeterChiarelli,SandraBullock|RyanReynolds|MarySteenburgen,English,UnitedStates,7 wins & 20 nominations,48.0,6.7,318229,tt1041829,163958031.0,207086459.0,194508.0,,Comedy|Drama|Romance,,
The Puppet Masters,1994,R,21 Oct 1994,109.0,Horror|Sci-Fi|Thriller,Horror|Sci-Fi|Thriller,RobertA.Heinlein|TedElliott|TerryRossio,DonaldSutherland|EricThal|JulieWarner,English,UnitedStates,2 nominations,-1.0,5.9,8966,tt0111003,8579626.0,15687053.0,,,Horror|Sci-Fi|Thriller,,
The Recruit,2003,PG-13,31 Jan 2003,115.0,Action|Thriller,Action|Thriller,RogerTowne|KurtWimmer|MitchGlazer,AlPacino|ColinFarrell|BridgetMoynahan,English|Persian|Russian,UnitedStates|Switzerland,2 nominations,56.0,6.6,134416,tt0292506,52784696.0,77734071.0,,,Action|Thriller,,
The Ref,1994,R,11 Mar 1994,97.0,Comedy|Crime|Drama,Comedy|Crime|Drama,MarieWeiss|RichardLaGravenese,DenisLeary|JudyDavis|KevinSpacey,English,UnitedStates,1 win & 1 nomination,-1.0,6.9,24689,tt0110955,11325885.0,20708333.0,,,Comedy|Crime|Drama,,
The Rescue,1988,PG,05 Aug 1988,97.0,Action|Adventure|Drama,Action|Adventure|Drama,JimThomas|JohnThomas,KevinDillon|ChristineHarnos|EdwardAlbert,English,UnitedStates,1 nomination,-1.0,5.5,1240,tt0095981,5855392.0,13411965.0,157468.0,The Rescue (1988),Action|Adventure|Drama,The Rescue,1988.0
The Rescuers,1977,G,22 Jun 1977,78.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,MargerySharp|LarryClemmons|KenAnderson,BobNewhart|EvaGabor|GeraldinePage,English|French|German|Russian,UnitedStates,Nominated for 1 Oscar. 2 wins & 1 nomination total,74.0,6.9,62523,tt0076618,48775599.0,218097756.0,,,Animation|Adventure|Comedy,,
The Rescuers Down Under,1990,G,16 Nov 1990,77.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,JimCox|KareyKirkpatrick|ByronSimpson,BobNewhart|EvaGabor|JohnCandy,English,UnitedStates,6 wins,70.0,6.9,41845,tt0100477,27931461.0,57908094.0,,,Animation|Adventure|Comedy,,
The Rich Man's Wife,1996,R,13 Sep 1996,95.0,Thriller,Thriller,AmyHoldenJones,HalleBerry|ChristopherMcDonald|PeterGreene,English,UnitedStates,,-1.0,5.2,3257,tt0117473,8538318.0,14745876.0,,,Thriller,,
The Rock,1996,R,07 Jun 1996,136.0,Action|Adventure|Thriller,Action|Adventure|Thriller,DavidWeisberg|DouglasCook|MarkRosner,SeanConnery|NicolasCage|EdHarris,English,UnitedStates,Nominated for 1 Oscar. 9 wins & 9 nominations total,58.0,7.4,330313,tt0117500,134069511.0,231541207.0,,,Action|Adventure|Thriller,,
The Rocketeer,1991,PG,21 Jun 1991,108.0,Action|Adventure|Family,Action|Adventure|Family,DaveStevens|DannyBilson|PaulDeMeo,BillyCampbell|JenniferConnelly|AlanArkin,English|German,UnitedStates,1 win & 6 nominations,61.0,6.5,56648,tt0102803,46573027.0,92657071.0,,,Action|Adventure|Family,,
The Rookie,2002,G,29 Mar 2002,127.0,Drama|Family|Sport,Drama|Family|Sport,MikeRich,DennisQuaid|J.D.Evermore|RachelGriffiths,English,UnitedStates,5 wins & 4 nominations,72.0,6.9,34359,tt0265662,75600072.0,113870769.0,,,Drama|Family|Sport,,
The Royal Tenenbaums,2001,R,04 Jan 2002,110.0,Comedy|Drama,Comedy|Drama,WesAnderson|OwenWilson,GeneHackman|GwynethPaltrow|AnjelicaHuston,English|Italian,UnitedStates,Nominated for 1 Oscar. 11 wins & 46 nominations total,76.0,7.6,286025,tt0265666,52353636.0,80103132.0,,,Comedy|Drama,,
The Santa Clause,1994,PG,11 Nov 1994,97.0,Comedy|Drama|Family,Comedy|Drama|Family,LeoBenvenuti|SteveRudnick,TimAllen|JudgeReinhold|WendyCrewson,English|Spanish,UnitedStates,2 wins & 8 nominations,57.0,6.5,113266,tt0111070,145539357.0,266105260.0,,,Comedy|Drama|Family,,
The Santa Clause 2,2002,G,01 Nov 2002,104.0,Comedy|Family|Fantasy,Comedy|Family|Fantasy,DonRhymer|CincoPaul|KenDaurio,TimAllen|SpencerBreslin|ElizabethMitchell,English,UnitedStates,1 win & 3 nominations,48.0,5.7,56329,tt0304669,139225854.0,209705556.0,,,Comedy|Family|Fantasy,,
The Santa Clause 3: The Escape Clause,2006,G,03 Nov 2006,92.0,Adventure|Comedy|Family,Adventure|Comedy|Family,EdDecter|JohnJ.Strauss|LeoBenvenuti,TimAllen|MartinShort|ElizabethMitchell,English,UnitedStates,4 wins & 9 nominations,32.0,4.8,36944,tt0452681,84500122.0,113576379.0,,,Adventure|Comedy|Family,,
The Scarlet Letter,1995,R,13 Oct 1995,135.0,Drama|Romance,Drama|Romance,NathanielHawthorne|DouglasDayStewart,DemiMoore|GaryOldman|RobertDuvall,English,UnitedStates,1 win & 10 nominations,-1.0,5.3,15236,tt0114345,10359006.0,18418502.0,,,Drama|Romance,,
The Shaggy Dog,2006,PG,10 Mar 2006,98.0,Comedy|Family|Fantasy,Comedy|Family|Fantasy,CormacWibberley|MarianneWibberley|GeoffRodkey,TimAllen|KristinDavis|CraigKilborn,English,UnitedStates,2 wins & 5 nominations,43.0,4.4,19088,tt0393735,61123569.0,82156019.0,,,Comedy|Family|Fantasy,,
The Sixth Man,1997,PG-13,28 Mar 1997,107.0,Comedy|Drama|Fantasy,Comedy|Drama|Fantasy,ChristopherReed|CynthiaCarle,MarlonWayans|KadeemHardison|DavidPaymer,English,UnitedStates,,-1.0,5.7,5832,tt0120142,14765099.0,24927718.0,,,Comedy|Drama|Fantasy,,
The Sixth Sense,1999,PG-13,06 Aug 1999,107.0,Drama|Mystery|Thriller,Drama|Mystery|Thriller,M.NightShyamalan,BruceWillis|HaleyJoelOsment|ToniCollette,English|Latin|Spanish,UnitedStates,Nominated for 6 Oscars. 37 wins & 56 nominations total,64.0,8.2,963541,tt0167404,293506292.0,477379351.0,197499.0,,Drama|Mystery|Thriller,,
The Sorcerer's Apprentice,2010,PG,14 Jul 2010,109.0,Action|Adventure|Family,Action|Adventure|Family,LawrenceKonner|MarkRosenthal|MattLopez,NicolasCage|JayBaruchel|AlfredMolina,English|Cantonese|Ukrainian|Hindi,UnitedStates,1 win & 2 nominations,46.0,6.1,160039,tt0963966,63150991.0,78475364.0,172411.0,,Action|Adventure|Family,,
The Straight Story,1999,G,03 Nov 1999,112.0,Biography|Drama,Biography|Drama,JohnRoach|MarySweeney,RichardFarnsworth|SissySpacek|JaneGallowayHeitz,English,France|UnitedKingdom|UnitedStates,Nominated for 1 Oscar. 18 wins & 40 nominations total,86.0,8.0,88780,tt0166896,6197866.0,10080646.0,,,Biography|Drama,,
The Sword in the Stone,1963,G,21 Jun 1964,79.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,BillPeet|T.H.White,RickieSorensen|SebastianCabot|KarlSwenson,English,UnitedStates,Nominated for 1 Oscar. 1 win & 1 nomination total,61.0,7.2,95978,tt0057546,22182353.0,196429810.0,,,Animation|Adventure|Comedy,,
The Three Musketeers,1993,PG,12 Nov 1993,105.0,Action|Adventure|Comedy,Action|Adventure|Comedy,AlexandreDumas|DavidLoughery,CharlieSheen|KieferSutherland|ChrisO'Donnell,English,Austria|UnitedKingdom|UnitedStates,2 wins & 3 nominations,43.0,6.4,54146,tt0108333,53661805.0,100627953.0,160908.0,,Action|Adventure|Comedy,,
The Tie That Binds,1995,R,08 Sep 1995,99.0,Crime|Drama|Thriller,Crime|Drama|Thriller,MichaelAuerbach,DarylHannah|KeithCarradine|MoiraKelly,English,UnitedStates,1 nomination,-1.0,5.0,1181,tt0114666,5762795.0,10246355.0,,,Crime|Drama|Thriller,,
The Tigger Movie,2000,G,11 Feb 2000,77.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,EddieGuzelian|JunFalkenstein|A.A.Milne,JimCummings|NikitaHopkins|KenSansom,English,UnitedStates|Japan,4 nominations,53.0,6.3,18655,tt0220099,45542421.0,71664516.0,,,Animation|Adventure|Comedy,,
The Village,2004,PG-13,30 Jul 2004,108.0,Drama|Mystery|Thriller,Drama|Mystery|Thriller,M.NightShyamalan,SigourneyWeaver|WilliamHurt|JoaquinPhoenix,English,UnitedStates,Nominated for 1 Oscar. 4 wins & 24 nominations total,44.0,6.6,256551,tt0368447,114197520.0,163812080.0,194600.0,,Drama|Mystery|Thriller,,
The War at Home,1996,R,20 Nov 1996,123.0,Drama,Drama,JamesDuff,EmilioEstevez|KathyBates|MartinSheen,English,UnitedStates,3 nominations,-1.0,7.0,2450,tt0118117,34368.0,59354.0,120821.0,,Drama,,
The Waterboy,1998,PG-13,06 Nov 1998,90.0,Comedy|Sport,Comedy|Sport,TimHerlihy|AdamSandler,AdamSandler|KathyBates|HenryWinkler,English,UnitedStates,6 wins & 6 nominations,41.0,6.1,160067,tt0120484,161491646.0,268462523.0,,,Comedy|Sport,,
The Wild,2006,G,14 Apr 2006,82.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,EdDecter|JohnJ.Strauss|MarkGibson,KieferSutherland|JimBelushi|EddieIzzard,English,Canada|UnitedStates,2 nominations,47.0,5.2,25579,tt0405469,37384046.0,50247792.0,,,Animation|Adventure|Comedy,,
Thor: Ragnarok,2017,PG-13,03 Nov 2017,130.0,Action|Adventure|Comedy,Action|Adventure|Comedy,EricPearson|CraigKyle|ChristopherL.Yost,ChrisHemsworth|TomHiddleston|CateBlanchett,English,UnitedStates|Australia,6 wins & 49 nominations,74.0,7.9,687619,tt3501632,315058289.0,348283879.0,122916.0,Thor: Ragnarok (2017),Action|Adventure|Sci-Fi,Thor: Ragnarok,2017.0
Thor: The Dark World,2013,PG-13,08 Nov 2013,112.0,Action|Adventure|Fantasy,Action|Adventure|Fantasy,ChristopherL.Yost|ChristopherMarkus|StephenMcFeely,ChrisHemsworth|NataliePortman|TomHiddleston,English,UnitedStates,4 wins & 21 nominations,54.0,6.8,649810,tt1981115,206362140.0,240035496.0,106072.0,Thor: The Dark World (2013),Action|Adventure|Fantasy|IMAX,Thor: The Dark World,2013.0
Three Fugitives,1989,PG-13,27 Jan 1989,96.0,Action|Comedy,Action|Comedy,FrancisVeber,NickNolte|MartinShort|SarahRowlandDoroff,English,UnitedStates,1 nomination,40.0,6.2,11617,tt0098471,40590000.0,88698970.0,4675.0,Three Fugitives (1989),Action|Comedy,Three Fugitives,1989.0
Tin Men,1987,R,13 Mar 1987,112.0,Comedy|Drama,Comedy|Drama,BarryLevinson,RichardDreyfuss|DannyDeVito|BarbaraHershey,English,UnitedStates,,75.0,6.6,8500,tt0094155,25411386.0,60613761.0,1395.0,Tin Men (1987),Comedy|Drama,Tin Men,1987.0
Tom and Huck,1995,PG,22 Dec 1995,97.0,Adventure|Comedy|Drama,Adventure|Comedy|Drama,MarkTwain|StephenSommers|DavidLoughery,JonathanTaylorThomas|BradRenfro|CharlesRocket,English,UnitedStates,1 win & 5 nominations,-1.0,5.5,10735,tt0112302,23837227.0,42383027.0,8.0,Tom and Huck (1995),Adventure|Comedy|Drama,Tom and Huck,1995.0
Tombstone,1993,R,25 Dec 1993,130.0,Action|Biography|Drama,Action|Biography|Drama,KevinJarre,KurtRussell|ValKilmer|SamElliott,English|Latin|Spanish,UnitedStates,2 nominations,50.0,7.8,142695,tt0108358,56505065.0,105959705.0,553.0,Tombstone (1993),Action|Biography|Drama,Tombstone,1993.0
Tomorrowland,2015,PG,22 May 2015,130.0,Action|Adventure|Family,Action|Adventure|Family,DamonLindelof|BradBird|JeffJensen,GeorgeClooney|BrittRobertson|HughLaurie,English|French|Japanese,UnitedStates|Spain|France|Canada|UnitedKingdom,2 wins & 19 nominations,60.0,6.4,180270,tt1964418,93436322.0,106821199.0,132046.0,Tomorrowland (2015),Action|Adventure|Children|Mystery|Sci-Fi,Tomorrowland,2015.0
Tough Guys,1986,PG,03 Oct 1986,104.0,Comedy|Crime,Comedy|Crime,JamesOrr|JimCruickshank,BurtLancaster|KirkDouglas|CharlesDurning,English,UnitedStates,1 nomination,54.0,6.2,7144,tt0092105,21458229.0,53052338.0,2472.0,Tough Guys (1986),Comedy|Crime,Tough Guys,1986.0
Toy Story,1995,G,22 Nov 1995,81.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,JohnLasseter|PeteDocter|AndrewStanton,TomHanks|TimAllen|DonRickles,English,UnitedStates,Won 1 Oscar. 27 wins & 23 nominations total,95.0,8.3,956380,tt0114709,192666538.0,342564644.0,1.0,Toy Story (1995),Adventure|Animation|Children|Comedy|Fantasy,Toy Story,1995.0
Toy Story 2,1999,G,24 Nov 1999,92.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,JohnLasseter|PeteDocter|AshBrannon,TomHanks|TimAllen|JoanCusack,English|Arabic|Spanish,UnitedStates,Nominated for 1 Oscar. 21 wins & 27 nominations total,88.0,7.9,562761,tt0120363,245852179.0,399871338.0,3114.0,Toy Story 2 (1999),Adventure|Animation|Children|Comedy|Fantasy,Toy Story 2,1999.0
Toy Story 3,2010,G,18 Jun 2010,103.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,JohnLasseter|AndrewStanton|LeeUnkrich,TomHanks|TimAllen|JoanCusack,English|Spanish,UnitedStates,Won 2 Oscars. 61 wins & 96 nominations total,92.0,8.3,808201,tt0435761,415004880.0,515710974.0,78499.0,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,Toy Story 3,2010.0
Toy Story 3,2010,G,18 Jun 2010,103.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,JohnLasseter|AndrewStanton|LeeUnkrich,TomHanks|TimAllen|JoanCusack,English|Spanish,UnitedStates,Won 2 Oscars. 61 wins & 96 nominations total,92.0,8.3,808201,tt0435761,30702446.0,38778587.0,78499.0,Toy Story 3 (2010),Adventure|Animation|Children|Comedy|Fantasy|IMAX,Toy Story 3,2010.0
