Title,Year,Rated,Released,Runtime,Genre,Director,Writer,Actors,Language,Country,Awards,Metascore,IMDBRating,imdbVotes,imdbID,total_gross,inflation_adjusted_gross,movieId,title,genres,movie_title,year
Beloved,1998,R,16 Oct 1998,172.0,Drama|History|Horror,Drama|History|Horror,ToniMorrison|AkosuaBusia|RichardLaGravenese,OprahWinfrey|DannyGlover|YadaBeener,Haitian|English,UnitedStates,Nominated for 1 Oscar. 3 wins & 24 nominations total,57.0,6.0,8945,tt0120603,22852487.0,37989806.0,2314.0,Beloved (1998),Drama|History|Horror,Beloved,1998.0
Benji the Hunted,1987,G,19 Jun 1987,88.0,Adventure|Family,Adventure|Family,JoeCamp,RedSteagall|FrankInn|Benjean,English,UnitedStates,1 win & 1 nomination,53.0,6.2,3057,tt0092638,15212539.0,36286458.0,3673.0,Benji the Hunted (1987),Adventure|Children,Benji the Hunted,1987.0
Betsy's Wedding,1990,R,22 Jun 1990,94.0,Comedy|Romance,Comedy|Romance,AlanAlda,AlanAlda|MollyRingwald|JoeyBishop,English,UnitedStates,3 nominations,52.0,5.6,3716,tt0099128,19740070.0,40925529.0,5581.0,Betsy's Wedding (1990),Comedy|Romance,Betsy's Wedding,1990.0
Beverly Hills Chihuahua,2008,PG,03 Oct 2008,91.0,Adventure|Comedy|Drama,Adventure|Comedy|Drama,AnalisaLaBianco|JeffreyBushell,DrewBarrymore|GeorgeLopez|PiperPerabo,English,UnitedStates|Mexico,3 wins & 6 nominations,41.0,3.9,24087,tt1014775,94514402.0,118951280.0,63540.0,Beverly Hills Chihuahua (2008),Adventure|Children|Comedy,Beverly Hills Chihuahua,2008.0
Bicentennial Man,1999,PG,17 Dec 1999,132.0,Comedy|Drama|Sci-Fi,Comedy|Drama|Sci-Fi,IsaacAsimov|RobertSilverberg|NicholasKazan,RobinWilliams|EmbethDavidtz|SamNeill,English,UnitedStates|Germany,Nominated for 1 Oscar. 2 wins & 8 nominations total,42.0,6.9,115697,tt0182789,58220776.0,94694379.0,3156.0,Bicentennial Man (1999),Drama|Romance|Sci-Fi,Bicentennial Man,1999.0
Big Business,1988,PG,10 Jun 1988,97.0,Comedy,Comedy,DoriPierson|MarcReidRubel,BetteMidler|LilyTomlin|FredWard,English|Italian,UnitedStates,1 win & 1 nomination,53.0,6.4,13833,tt0094739,40150487.0,91965997.0,4476.0,Big Business (1988),Comedy,Big Business,1988.0
Big Hero 6,2014,PG,07 Nov 2014,102.0,Animation|Action|Adventure,Animation|Action|Adventure,JordanRoberts|RobertL.Baird|DanielGerson,RyanPotter|ScottAdsit|JamieChung,English,UnitedStates,Won 1 Oscar. 17 wins & 58 nominations total,74.0,7.8,444512,tt2245084,222527828.0,254707207.0,115617.0,Big Hero 6 (2014),Animation|Action|Adventure,Big Hero 6,2014.0
Big Trouble,2002,PG-13,05 Apr 2002,85.0,Comedy|Crime|Thriller,Comedy|Crime|Thriller,DaveBarry|RobertRamsey|MatthewStone,TimAllen|ReneRusso|StanleyTucci,English,UnitedStates,,47.0,6.5,20553,tt0246464,7262288.0,10938644.0,4774.0,Big Trouble (2002),Comedy|Crime|Thriller,Big Trouble,2002.0
Billy Bathgate,1991,R,01 Nov 1991,106.0,Crime|Drama|Thriller,Crime|Drama|Thriller,E.L.Doctorow|TomStoppard,DustinHoffman|NicoleKidman|LorenDean,English,UnitedStates,3 nominations,-1.0,5.9,11909,tt0101453,15565363.0,30967301.0,5689.0,Billy Bathgate (1991),Crime|Drama|Thriller,Billy Bathgate,1991.0
Black Panther,2018,PG-13,16 Feb 2018,134.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,RyanCoogler|JoeRobertCole|StanLee,ChadwickBoseman|MichaelB.Jordan|LupitaNyong'o,English|Swahili|Nama|Xhosa|Korean,UnitedStates,Won 3 Oscars. 115 wins & 281 nominations total,88.0,7.3,713245,tt1825683,700059566.0,755435494.0,122906.0,,Action|Adventure|Sci-Fi,,
Black Widow,2021,PG-13,09 Jul 2021,134.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,EricPearson|JacSchaeffer|NedBenson,ScarlettJohansson|FlorencePugh|DavidHarbour,English|Russian|Norwegian|Hungarian|Macedonian|Finnish,UnitedStates,8 wins & 28 nominations,67.0,6.7,343512,tt3480822,183651655.0,183651655.0,66053.0,,Action|Adventure|Sci-Fi,,
Blackbeard's Ghost,1968,Approved,08 Feb 1968,106.0,Comedy|Family|Fantasy,Comedy|Family|Fantasy,BillWalsh|DonDaGradi|BenStahl,PeterUstinov|DeanJones|SuzannePleshette,English,UnitedStates,,71.0,6.8,5906,tt0062737,21540050.0,167721475.0,2035.0,Blackbeard's Ghost (1968),Comedy|Family|Fantasy,Blackbeard's Ghost,1968.0
Blame It on the Bellboy,1992,PG-13,06 Mar 1992,78.0,Comedy,Comedy,MarkHerman,BronsonPinchot|DudleyMoore|BryanBrown,English,UnitedKingdom|UnitedStates,,-1.0,5.5,2668,tt0103827,2891055.0,5583671.0,7191.0,Blame It on the Bellboy (1992),Comedy,Blame It on the Bellboy,1992.0
Blank Check,1994,PG,11 Feb 1994,93.0,Comedy|Crime|Family,Comedy|Crime|Family,BlakeSnyder|ColbyCarr,BrianBonsall|KarenDuffy|JamesRebhorn,English,UnitedStates,,42.0,5.3,20353,tt0109287,30573770.0,55901312.0,2036.0,Blank Check (1994),Comedy|Crime|Family,Blank Check,1994.0
Blaze,1989,R,13 Dec 1989,120.0,Biography|Comedy|Drama,Biography|Comedy|Drama,BlazeStarr|HueyPerry|RonShelton,PaulNewman|LolitaDavidovich|JerryHardin,English,UnitedStates,Nominated for 1 Oscar. 1 win & 3 nominations total,67.0,6.0,3874,tt0096943,19049727.0,41628262.0,4573.0,Blaze (1989),Biography|Comedy|Drama,Blaze,1989.0
Bolt,2008,PG,21 Nov 2008,96.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,DanFogelman|ChrisWilliams,JohnTravolta|MileyCyrus|SusieEssman,English,UnitedStates,Nominated for 1 Oscar. 1 win & 32 nominations total,67.0,6.9,204674,tt0397892,114053759.0,143542575.0,63859.0,Bolt (2008),Action|Adventure|Animation|Children|Comedy,Bolt,2008.0
Bon Voyage!,1962,Not-Rated,17 May 1962,130.0,Adventure|Comedy|Drama,Adventure|Comedy|Drama,MarrijaneHayes|JosephHayes|BillWalsh,FredMacMurray|JaneWyman|MichaelCallan,English,UnitedStates,Nominated for 2 Oscars. 2 nominations total,-1.0,5.7,666,tt0055807,9230769.0,82823227.0,198259.0,Bon Voyage! (1962),Adventure|Comedy|Drama,Bon Voyage!,1962.0
Born Yesterday,1993,PG,26 Mar 1993,100.0,Comedy|Romance,Comedy|Romance,GarsonKanin|DouglasMcGrath,MelanieGriffith|JohnGoodman|DonJohnson,English,UnitedStates,1 nomination,-1.0,5.2,3928,tt0106466,17760754.0,33305408.0,6233.0,Born Yesterday (1993),Comedy|Romance,Born Yesterday,1993.0
Boys,1996,PG-13,10 May 1996,86.0,Drama|Mystery|Romance,Drama|Mystery|Romance,StacyCochran|JamesSalter,WinonaRyder|LukasHaas|JohnC.Reilly,English|Spanish,UnitedStates,,-1.0,4.9,3662,tt0115742,21930418.0,37874349.0,703.0,Boys (1996),Drama|Mystery|Romance,Boys,1996.0
Brave,2012,PG,22 Jun 2012,93.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,BrendaChapman|MarkAndrews|StevePurcell,KellyMacdonald|BillyConnolly|EmmaThompson,English,UnitedStates|UnitedKingdom,Won 1 Oscar. 20 wins & 48 nominations total,69.0,7.1,398727,tt1217209,237282182.0,280043698.0,95167.0,Brave (2012),Action|Adventure|Animation|Children,Brave,2012.0
Breakfast of Champions,1999,R,18 Feb 1999,110.0,Comedy,Comedy,KurtVonnegutJr.|AlanRudolph,BruceWillis|NickNolte|AlbertFinney,English,UnitedStates,1 nomination,42.0,4.6,7930,tt0120618,178287.0,289978.0,2507.0,Breakfast of Champions (1999),Comedy|Sci-Fi,Breakfast of Champions,1999.0
Bridge of Spies,2015,PG-13,16 Oct 2015,142.0,Drama|History|Thriller,Drama|History|Thriller,MattCharman|EthanCoen|JoelCoen,TomHanks|MarkRylance|AlanAlda,English|German|Russian,UnitedStates|Germany|India,Won 1 Oscar. 30 wins & 103 nominations total,81.0,7.6,305239,tt3682448,72313754.0,82672795.0,143385.0,Bridge of Spies (2015),Drama|History|Thriller,Bridge of Spies,2015.0
Bridge to Terabithia,2007,PG,16 Feb 2007,96.0,Drama|Family|Fantasy,Drama|Family|Fantasy,JeffStockwell|DavidPaterson|KatherinePaterson,JoshHutcherson|AnnaSophiaRobb|ZooeyDeschanel,English,UnitedStates,6 wins & 5 nominations,74.0,7.2,152975,tt0398808,82234139.0,107469710.0,50601.0,Bridge to Terabithia (2007),Adventure|Children|Fantasy,Bridge to Terabithia,2007.0
Bringing Down the House,2003,PG-13,07 Mar 2003,105.0,Comedy,Comedy,JasonFilardi,SteveMartin|QueenLatifah|EugeneLevy,English,UnitedStates,4 wins & 13 nominations,39.0,5.6,36744,tt0305669,132675402.0,195386161.0,6212.0,Bringing Down the House (2003),Comedy,Bringing Down the House,2003.0
Brother Bear,2003,G,01 Nov 2003,85.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,TabMurphy|LorneCameron|DavidHoselton,JoaquinPhoenix|JeremySuarez|RickMoranis,English|Inuktitut|Croatian|Serbian,UnitedStates,Nominated for 1 Oscar. 2 wins & 22 nominations total,48.0,6.8,106674,tt0328880,85336277.0,125671581.0,6889.0,Brother Bear (2003),Adventure|Animation|Children,Brother Bear,2003.0
Bubble Boy,2001,PG-13,24 Aug 2001,84.0,Adventure|Comedy|Romance,Adventure|Comedy|Romance,CincoPaul|KenDaurio,JakeGyllenhaal|SwoosieKurtz|MarleyShelton,English,UnitedStates,1 nomination,41.0,5.7,32962,tt0258470,5002310.0,7653732.0,4732.0,Bubble Boy (2001),Adventure|Comedy|Romance,Bubble Boy,2001.0
Cabin Boy,1994,PG-13,07 Jan 1994,80.0,Adventure|Comedy|Romance,Adventure|Comedy|Romance,ChrisElliott|AdamResnick,ChrisElliott|RitchBrinkley|JamesGammon,English,UnitedStates,2 nominations,21.0,5.3,8597,tt0109361,3469493.0,6343647.0,429.0,Cabin Boy (1994),Adventure|Comedy|Romance,Cabin Boy,1994.0
Calendar Girls,2003,PG-13,01 Jan 2004,108.0,Comedy|Drama,Comedy|Drama,JulietteTowhidi|TimFirth,HelenMirren|JulieWalters|PenelopeWilton,English,UnitedKingdom|UnitedStates,2 wins & 16 nominations,60.0,6.9,26187,tt0337909,31011616.0,45669660.0,7155.0,Calendar Girls (2003),Comedy|Drama,Calendar Girls,2003.0
Camp Nowhere,1994,PG,26 Aug 1994,96.0,Adventure|Comedy|Family,Adventure|Comedy|Family,AndrewKurtzman|EliotWald,JonathanJackson|ChristopherLloyd|JohnPutch,English,UnitedStates,,-1.0,6.0,9615,tt0109369,10442641.0,19093403.0,6625.0,Camp Nowhere (1994),Adventure|Children|Comedy,Camp Nowhere,1994.0
Can't Buy Me Love,1987,PG-13,14 Aug 1987,94.0,Comedy|Drama|Romance,Comedy|Drama|Romance,MichaelSwerdlick,PatrickDempsey|AmandaPeterson|CourtneyGains,English,UnitedStates,1 win & 3 nominations,36.0,6.8,36209,tt0092718,31623833.0,75432306.0,4091.0,Can't Buy Me Love (1987),Comedy|Drama|Romance,Can't Buy Me Love,1987.0
Captain America: Civil War,2016,PG-13,06 May 2016,147.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,ChristopherMarkus|StephenMcFeely|JoeSimon,ChrisEvans|RobertDowneyJr.|ScarlettJohansson,English|German|Xhosa|Russian|Romanian|Hindi,UnitedStates,16 wins & 73 nominations,75.0,7.8,745441,tt3498820,408084349.0,460730795.0,122920.0,Captain America: Civil War (2016),Action|Adventure|Sci-Fi,Captain America: Civil War,2016.0
Captain America: The Winter Soldier,2014,PG-13,04 Apr 2014,136.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,ChristopherMarkus|StephenMcFeely|JoeSimon,ChrisEvans|SamuelL.Jackson|ScarlettJohansson,English|French,UnitedStates,Nominated for 1 Oscar. 5 wins & 52 nominations total,70.0,7.8,809284,tt1843866,259746958.0,297308534.0,110102.0,Captain America: The Winter Soldier (2014),Action|Adventure|Sci-Fi|IMAX,Captain America: The Winter Soldier,2014.0
Captain Marvel,2019,PG-13,08 Mar 2019,123.0,Action|Adventure|Sci-Fi,Action|Adventure|Sci-Fi,AnnaBoden|RyanFleck|GenevaRobertson-Dworet,BrieLarson|SamuelL.Jackson|BenMendelsohn,English,UnitedStates|Australia,9 wins & 56 nominations,64.0,6.8,525805,tt4154664,426829839.0,452395520.0,122910.0,,Action|Adventure|Sci-Fi,,
Captain Ron,1992,PG-13,18 Sep 1992,100.0,Adventure|Comedy,Adventure|Comedy,JohnDwyer|ThomEberhardt,KurtRussell|MartinShort|MaryKayPlace,English,UnitedStates,2 nominations,39.0,5.8,21362,tt0103924,22518097.0,43490582.0,5582.0,Captain Ron (1992),Adventure|Comedy,Captain Ron,1992.0
Cars,2006,G,09 Jun 2006,117.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,JohnLasseter|JoeRanft|JorgenKlubien,OwenWilson|BonnieHunt|PaulNewman,English|Italian|Japanese|Yiddish,UnitedStates,Nominated for 2 Oscars. 28 wins & 34 nominations total,73.0,7.1,402283,tt0317219,244082982.0,328071258.0,45517.0,Cars (2006),Animation|Adventure|Comedy,Cars,2006.0
Cars 2,2011,G,24 Jun 2011,106.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,JohnLasseter|BradfordLewis|DanFogelman,OwenWilson|LarrytheCableGuy|MichaelCaine,English|Japanese|Italian|French,UnitedStates,1 win & 19 nominations,57.0,6.2,179255,tt1216475,191450875.0,230628942.0,87876.0,Cars 2 (2011),Adventure|Animation|Children|Comedy|IMAX,Cars 2,2011.0
Cars 3,2017,G,16 Jun 2017,102.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,BrianFee|BenQueen|EyalPodell,OwenWilson|CristelaAlonzo|ChrisCooper,English,UnitedStates,1 win & 24 nominations,59.0,6.7,91875,tt3606752,152901115.0,169025845.0,170957.0,Cars 3 (2017),Adventure|Animation|Comedy,Cars 3,2017.0
Casanova,2005,R,06 Jan 2006,112.0,Adventure|Comedy|Drama,Adventure|Comedy|Drama,JeffreyHatcher|KimberlySimi|MichaelCristofer,HeathLedger|SiennaMiller|JeremyIrons,English,UnitedStates,5 wins & 3 nominations,57.0,6.5,53900,tt0402894,11304403.0,15684352.0,42015.0,Casanova (2005),Action|Adventure|Comedy|Drama|Romance,Casanova,2005.0
Casanova,2005,R,06 Jan 2006,112.0,Adventure|Comedy|Drama,Adventure|Comedy|Drama,JeffreyHatcher|KimberlySimi|MichaelCristofer,HeathLedger|SiennaMiller|JeremyIrons,English,UnitedStates,5 wins & 3 nominations,57.0,6.5,53900,tt0402894,11304403.0,15684352.0,128862.0,Casanova (2005),Adventure|Comedy|Drama,Casanova,2005.0
Celtic Pride,1996,PG-13,19 Apr 1996,91.0,Comedy|Sport,Comedy|Sport,JuddApatow|ColinQuinn,DamonWayans|DanielStern|DanAykroyd,English,UnitedStates,,-1.0,5.3,10016,tt0115851,9240378.0,15958350.0,710.0,Celtic Pride (1996),Comedy|Sport,Celtic Pride,1996.0
Cheetah,1989,G,18 Aug 1989,83.0,Adventure|Drama|Family,Adventure|Drama|Family,AlanCaillou|JohnCotter|ErikTarloff,KeithCoogan|LucyDeakins|ColinMothupi,English,UnitedStates,1 nomination,-1.0,5.9,1039,tt0097053,7882250.0,17224623.0,2039.0,Cheetah (1989),Adventure|Drama|Family,Cheetah,1989.0
Chicken Little,2005,G,04 Nov 2005,81.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,MarkDindal|MarkKennedy|SteveBencich,ZachBraff|JoanCusack|GarryMarshall,English,UnitedStates,4 wins & 15 nominations,48.0,5.7,90797,tt0371606,135386665.0,187842931.0,40339.0,Chicken Little (2005),Action|Adventure|Animation|Children|Comedy|Sci-Fi,Chicken Little,2005.0
Chimpanzee,2012,G,20 Apr 2012,78.0,Documentary|Family,Documentary|Family,AlastairFothergill|MarkLinfield|DonHahn,TimAllen,English,UnitedKingdom|UnitedStates,2 nominations,57.0,7.2,6125,tt1222815,28965459.0,34185433.0,95069.0,Chimpanzee (2012),Documentary|Family,Chimpanzee,2012.0
Christopher Robin,2018,PG,03 Aug 2018,104.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,A.A.Milne|ErnestShepard|AlexRossPerry,EwanMcGregor|HayleyAtwell|BronteCarmichael,English,UnitedKingdom|UnitedStates,Nominated for 1 Oscar. 2 wins & 13 nominations total,60.0,7.2,75593,tt4575576,99215042.0,107063124.0,189783.0,Christopher Robin (2018),Adventure|Animation|Comedy,Christopher Robin,2018.0
Cinderella,1950,G,04 Mar 1950,74.0,Animation|Family|Fantasy,Animation|Family|Fantasy,CharlesPerrault|BillPeet|ErdmanPenner,IleneWoods|JamesMacDonald|EleanorAudley,English,UnitedStates,Nominated for 3 Oscars. 6 wins & 7 nominations total,85.0,7.3,156230,tt0042332,85000000.0,955703319.0,1022.0,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,Cinderella,1950.0
Cinderella,1950,G,04 Mar 1950,74.0,Animation|Family|Fantasy,Animation|Family|Fantasy,CharlesPerrault|BillPeet|ErdmanPenner,IleneWoods|JamesMacDonald|EleanorAudley,English,UnitedStates,Nominated for 3 Oscars. 6 wins & 7 nominations total,85.0,7.3,156230,tt0042332,201151353.0,229966551.0,1022.0,Cinderella (1950),Animation|Children|Fantasy|Musical|Romance,Cinderella,1950.0
Cocktail,1988,R,29 Jul 1988,104.0,Comedy|Drama|Romance,Comedy|Drama|Romance,HeywoodGould,TomCruise|BryanBrown|ElisabethShue,English|SpanishSign,UnitedStates|Canada,5 wins & 6 nominations,12.0,5.9,83740,tt0094889,78222753.0,179171761.0,4487.0,Cocktail (1988),Comedy|Drama|Romance,Cocktail,1988.0
Coco,2017,PG,22 Nov 2017,105.0,Animation|Adventure|Comedy,Animation|Adventure|Comedy,LeeUnkrich|JasonKatz|MatthewAldrich,AnthonyGonzalez|GaelGarcíaBernal|BenjaminBratt,English|Spanish,UnitedStates,Won 2 Oscars. 109 wins & 40 nominations total,81.0,8.4,469282,tt2380307,210460015.0,232654823.0,177765.0,Coco (2017),Adventure|Animation|Children,Coco,2017.0
Cold Creek Manor,2003,R,19 Sep 2003,118.0,Drama|Mystery|Thriller,Drama|Mystery|Thriller,RichardJefferies,DennisQuaid|SharonStone|StephenDorff,English,UnitedStates|UnitedKingdom|Canada,1 nomination,37.0,5.0,22532,tt0331468,21384035.0,31491478.0,6751.0,Cold Creek Manor (2003),Drama|Mystery|Thriller,Cold Creek Manor,2003.0
College Road Trip,2008,G,07 Mar 2008,83.0,Adventure|Comedy|Drama,Adventure|Comedy|Drama,EmiMochizuki|CarrieLeeWilson|CincoPaul,Raven-Symoné|MartinLawrence|KymWhitley,English,UnitedStates,1 nomination,36.0,4.3,15991,tt0997047,45610425.0,57403087.0,58291.0,College Road Trip (2008),Adventure|Comedy|Drama,College Road Trip,2008.0
Color of Night,1994,R,19 Aug 1994,121.0,Drama|Mystery|Romance,Drama|Mystery|Romance,BillyRay|MatthewChapman,BruceWillis|JaneMarch|RubénBlades,English,UnitedStates,2 wins & 11 nominations,36.0,5.2,23822,tt0109456,19750470.0,36111908.0,436.0,Color of Night (1994),Drama|Mystery|Romance,Color of Night,1994.0
Con Air,1997,R,06 Jun 1997,115.0,Action|Crime|Thriller,Action|Crime|Thriller,ScottRosenberg,NicolasCage|JohnCusack|JohnMalkovich,English|Spanish,UnitedStates,Nominated for 2 Oscars. 7 wins & 11 nominations total,52.0,6.9,292115,tt0118880,101117573.0,170715443.0,1552.0,Con Air (1997),Action|Adventure|Thriller,Con Air,1997.0
Condorman,1981,PG,07 Aug 1981,90.0,Action|Adventure|Comedy,Action|Adventure|Comedy,MarcStirdivant|RobertSheckley|MickeyRose,MichaelCrawford|OliverReed|BarbaraCarrera,English,UnitedKingdom,,46.0,5.7,4862,tt0082199,0.0,0.0,2041.0,Condorman (1981),Action|Adventure|Children|Comedy,Condorman,1981.0
Confessions of a Shopaholic,2009,PG,13 Feb 2009,104.0,Comedy|Romance,Comedy|Romance,TraceyJackson|TimFirth|KaylaAlpert,IslaFisher|HughDancy|KrystenRitter,English|Finnish|Spanish|French,UnitedStates,1 win & 3 nominations,38.0,5.9,77344,tt1093908,44277350.0,55924309.0,67788.0,Confessions of a Shopaholic (2009),Comedy|Romance,Confessions of a Shopaholic,2009.0
Confessions of a Teenage Drama Queen,2004,PG,20 Feb 2004,89.0,Comedy|Family|Music,Comedy|Family|Music,DyanSheldon|GailParent,LindsayLohan|MeganFox|AdamGarcia,English,Germany|UnitedStates,1 win,33.0,4.6,28929,tt0361467,29331068.0,42074322.0,7316.0,Confessions of a Teenage Drama Queen (2004),Comedy|Family|Music,Confessions of a Teenage Drama Queen,2004.0
Consenting Adults,1992,R,16 Oct 1992,99.0,Crime|Drama|Mystery,Crime|Drama|Mystery,MatthewChapman,KevinKline|MaryElizabethMastrantonio|KevinSpacey,English,UnitedStates,1 nomination,39.0,5.7,7446,tt0104006,21591728.0,41701429.0,6802.0,Consenting Adults (1992),Crime|Drama|Mystery,Consenting Adults,1992.0
Cool Runnings,1993,PG,01 Oct 1993,98.0,Adventure|Comedy|Family,Adventure|Comedy|Family,LynnSiefert|MichaelRitchie|TommySwerdlow,JohnCandy|Leon|DougE.Doug,English|German|Russian,UnitedStates,2 wins & 2 nominations,60.0,7.0,101823,tt0106611,68856263.0,129120979.0,1020.0,Cool Runnings (1993),Adventure|Comedy|Family,Cool Runnings,1993.0
Corky Romano,2001,PG-13,12 Oct 2001,86.0,Comedy|Crime,Comedy|Crime,DavidGarrett|JasonWard,ChrisKattan|PeterFalk|VinessaShaw,English|Vietnamese|Spanish|Thai,UnitedStates,1 nomination,20.0,4.7,13077,tt0250310,23978402.0,36687902.0,4845.0,Corky Romano (2001),Comedy|Crime,Corky Romano,2001.0
Country,1984,PG,29 Sep 1984,105.0,Drama,Drama,WilliamD.Wittliff,JessicaLange|SamShepard|WilfordBrimley,English,UnitedStates,Nominated for 1 Oscar. 1 win & 3 nominations total,-1.0,6.7,2027,tt0087091,8400000.0,21907102.0,3110.0,Country (1984),Drama,Country,1984.0
Coyote Ugly,2000,PG-13,04 Aug 2000,100.0,Comedy|Drama|Music,Comedy|Drama|Music,GinaWendkos,PiperPerabo|AdamGarcia|JohnGoodman,English,UnitedStates,4 wins & 8 nominations,27.0,5.7,112761,tt0200550,60786269.0,95651889.0,3825.0,Coyote Ugly (2000),Comedy|Drama|Romance,Coyote Ugly,2000.0
Cradle Will Rock,1999,R,21 Jan 2000,132.0,Drama,Drama,TimRobbins,HankAzaria|RubénBlades|JoanCusack,English|Italian,UnitedStates,5 wins & 7 nominations,64.0,6.8,9207,tt0150216,2899970.0,4716715.0,3145.0,Cradle Will Rock (1999),Drama,Cradle Will Rock,1999.0
Crimson Tide,1995,R,12 May 1995,116.0,Action|Drama|Thriller,Action|Drama|Thriller,MichaelSchiffer|RichardP.Henrick,GeneHackman|DenzelWashington|MattCraven,English,UnitedStates,Nominated for 3 Oscars. 5 wins & 9 nominations total,66.0,7.3,110471,tt0112740,91387195.0,162488111.0,161.0,Crimson Tide (1995),Action|Drama|Thriller,Crimson Tide,1995.0
Cruella,2021,PG-13,28 May 2021,134.0,Adventure|Comedy|Crime,Adventure|Comedy|Crime,DanaFox|TonyMcNamara|AlineBroshMcKenna,EmmaStone|EmmaThompson|JoelFry,English|French,UnitedStates,Nominated for 2 Oscars. 23 wins & 39 nominations total,59.0,7.4,214255,tt3228774,86103234.0,86103234.0,,,Adventure|Comedy|Crime,,
DOA,1988,R,18 Mar 1988,96.0,Mystery|Thriller,Mystery|Thriller,CharlesEdwardPogue|RussellRouse|ClarenceGreene,DennisQuaid|MegRyan|CharlotteRampling,English,UnitedStates,,-1.0,6.2,10175,tt0094933,12706478.0,29104601.0,4496.0,D.O.A. (1988),Film-Noir|Mystery|Thriller,DOA,1988.0
D2: The Mighty Ducks,1994,PG,25 Mar 1994,106.0,Comedy|Drama|Family,Comedy|Drama|Family,StevenBrill,EmilioEstevez|KathrynErbe|MichaelTucker,English|Icelandic,UnitedStates,,-1.0,6.1,39872,tt0109520,45604206.0,83383074.0,2042.0,D2: The Mighty Ducks (1994),Comedy|Drama|Family,D2: The Mighty Ducks,1994.0
D3: The Mighty Ducks,1996,PG,04 Oct 1996,104.0,Action|Comedy|Drama,Action|Comedy|Drama,StevenBrill|KennethJohnson|JimBurnstein,EmilioEstevez|JeffreyNordling|DavidSelby,English,UnitedStates,2 nominations,-1.0,5.4,26748,tt0116000,22936273.0,39611484.0,1005.0,D3: The Mighty Ducks (1996),Action|Comedy|Drama,D3: The Mighty Ducks,1996.0
Dan in Real Life,2007,PG-13,26 Oct 2007,98.0,Comedy|Drama|Romance,Comedy|Drama|Romance,PierceGardner|PeterHedges,SteveCarell|JulietteBinoche|DaneCook,English,UnitedStates,4 nominations,65.0,6.8,101800,tt0480242,47642963.0,62263379.0,55267.0,Dan in Real Life (2007),Comedy|Drama|Romance,Dan in Real Life,2007.0
Dangerous Minds,1995,R,11 Aug 1995,99.0,Biography|Drama,Biography|Drama,LouAnneJohnson|RonaldBass,MichellePfeiffer|GeorgeDzundza|CourtneyB.Vance,English,UnitedStates,6 wins & 8 nominations,47.0,6.5,51952,tt0112792,84919401.0,150988255.0,31.0,Dangerous Minds (1995),Biography|Drama,Dangerous Minds,1995.0
Dark Water,2005,PG-13,08 Jul 2005,105.0,Drama|Horror|Mystery,Drama|Horror|Mystery,KôjiSuzuki|HideoNakata|TakashigeIchise,JenniferConnelly|ArielGade|JohnC.Reilly,English,UnitedStates,6 nominations,52.0,5.6,61886,tt0382628,25473093.0,35342775.0,34143.0,Dark Water (2005),Drama|Horror|Thriller,Dark Water,2005.0
Dead Poets Society,1989,PG,09 Jun 1989,128.0,Comedy|Drama,Comedy|Drama,TomSchulman,RobinWilliams|RobertSeanLeonard|EthanHawke,English|Latin,UnitedStates,Won 1 Oscar. 20 wins & 19 nominations total,79.0,8.1,467597,tt0097165,95860116.0,209477545.0,1246.0,Dead Poets Society (1989),Comedy|Drama,Dead Poets Society,1989.0
Dead Presidents,1995,R,06 Oct 1995,119.0,Action|Crime|Drama,Action|Crime|Drama,AllenHughes|AlbertHughes|MichaelHenryBrown,LarenzTate|KeithDavid|ChrisTucker,English,UnitedStates,2 nominations,-1.0,6.9,21962,tt0112819,24120194.0,42886148.0,42.0,Dead Presidents (1995),Action|Crime|Drama,Dead Presidents,1995.0
Deceived,1991,PG-13,27 Sep 1991,104.0,Crime|Drama|Mystery,Crime|Drama|Mystery,MaryAgnesDonoghue|BruceJoelRubin,GoldieHawn|JohnHeard|DamonRedfern,English,UnitedStates,,-1.0,6.1,7247,tt0101694,28738096.0,57174463.0,33998.0,Deceived (1991),Crime|Drama|Mystery,Deceived,1991.0
Deep Rising,1998,R,30 Jan 1998,106.0,Action|Adventure|Horror,Action|Adventure|Horror,StephenSommers,TreatWilliams|FamkeJanssen|AnthonyHeald,English|Korean,UnitedStates|Canada,2 nominations,-1.0,6.1,36552,tt0118956,11203026.0,18623827.0,1762.0,Deep Rising (1998),Action|Adventure|Horror,Deep Rising,1998.0
